Review,title,Rating
If you go downstairs to the crypt they will serve you coffee tea a snack to full blown meal it also gets packed because the prices are reasonable compared with London prices. Also very often in the church upstairs the they have very good Concerts....More,Nice atmosphere yet quality of the food lacks,3.0
"We enjoyed the coffee and cakes we had in this cafe. Odd to be sitting among memoriaal plaques to dead people havng coffee but there yu have it. Good food, service and ambiance.",Convenient for attractions in the area,3.0
"The ambience of the crypt cafe added to our enjoyment of the experience. Good food, reasonable prices in the centre of London and we alos liked the traditional fare on offer.",Very good lunchtime venue.,5.0
What a revelation mince beef in Vegetable Soup! Mum and I visited for lunch and what a delight. The Veg soup with meat tasted amazing. We both had soup with rolls and a very generous slice of Carrot Cale for about £12 very reasonable in...More,It's fine but the food can get cold whilst you queue,3.0
"Ideal central location just over from Trafalgar Square. Very spacious. Acoustics and lay out help accommodate young kids. Good range of food at v reasonable rates for central London. Home made soup delicious- roast chicken and apple crumble a big hit with our tribe.
We...More",An interesting departure from the typical cafe.,4.0
"is not enough, if the ordinary cafe is catering for a venu like the church of St Martin-in-the-Fields. We had to drown the wine to be back in time for the second part of the concert. Which was our main aim then. I've never dined...More",A retreat in the heart of London,4.0
This is a great place to meet friends or go for coffee or lunch. It's much nicer that hanging around in the cold. There is an excellent shop with unusual cards and gifts. It's worth checking the concert schedule as well.,A good location and good food,5.0
"Located in the crypt under st martins this cafe offer fresh delicious food at great prices, the portions are almost too much to eat.after lunch we sat in the church upstairs and listened to the choir, the church itself is quite beautiful with the most...More",Nice location with decent food,3.0
"It's a lovely place to sit and relax a bit and grab something to eat.
The food is ok, nothing out of the ordinary I'd say but definitely enjoyable.
Now, the apple crumble they serve there is a completely different story... That's world class apple...More",late afternoon tea,2.0
"As all the cafes around Trafalgar Square were full, we were advised by a local to visit the cafe in the crypt. We found the cafe spacious and there were seats available. Being in the crypt of a famous church, we found the atmosphere unusual...More",Pre-concert meal,4.0
"Went to the crypt for a cup of tea and cake .It was very good .lemon drizzle , chocolate cake ,an Almond tart ;heaven !",Nice independent café...but popular!,4.0
"Went into the Café in the Crypt with a party of friends before we headed off for a walk around the City. The area was clean, the atmosphere very pleasing and we enjoyed a really super coffee of choice or herbal tea with a snack...More",Bring back the apple pie!,4.0
"After visiting the beautiful church we decided to take the lift down to the crypt to try out their cafe. We had two coffees and a huge slice of chocolate cake. The cake was rather expensive £3.50 a slice, we bought one slice and shared...More",Great first visit,4.0
"Almost stumbled on this cafe/restaurant opposite the National Portrait Gallery in Trafalgar Square but what a stumble!
Very limited choice of main meals but outstanding Fish and Chips the first night and my wife's veg option were so good we made the trek back for...More",Great Value,5.0
Really beautiful surroundings . Very helpful friendly staff . We tried three different cakes and each was rock hard and tasted oddly of bicarbonate of soda with whole bits of sugar . The cakes were the worst cakes we have had . Coffee very nice,Excellent soup. ,5.0
"A beautiful church view from outside has a very simple view inside and the best low budget restaurant ""hidden"" in the crypta. Had the best meal (broccolis soup, bread and apple crumble pie with vanilla cream) for a really affordable price. The payment man have...More",Quality and Quantity for a low price,5.0
"This place is in a cool location, with a nice layout, in addition there is hot food available and it is suitable for kids",Unusual find - good food - great history,5.0
"Great cup of coffee. Reasonably priced in the centre of London.
Busy but no problem getting a table and we even accessed the church for a look around. Gorgeous window in the church, simple elegance",Our Experience - not good,2.0
"I visit for lunch at least once a week, the food is very good on the whole, though sometimes a bit expensive for the portion size.
My only criticism is that the staff, with one or two exceptions, are a miserable bunch on the whole....More",Good Food at a Reasonable Price,4.0
